arOund,2450164826,461964980527828992,2014-05-01 20:26:48,Arsenal are going to win the CUP. #wengerin. #sitdownmourinho
arOund,2450164826,461965135280873472,2014-05-01 20:27:25,It's so cold. Literally freezing. What's up with the sun???
arOund,2450164826,461965235088551936,2014-05-01 20:27:49,the stock market just crashed. Damn.
